id,speaker_id,event_id,presentation_titles,stage_order
68,62,68,Decoding Personal Finance: From Budgeting to Investments,1
68,35,68,Web Development in the AI Era: Opportunities and Challenges,1
68,32,68,Web Development in the AI Era: Opportunities and Challenges,1
69,62,69,The Rise of FinTech: Transforming Financial Services,1
69,31,69,The Evolution of Digital Art in the NFT Era,1
69,67,69,Debunking Fitness Myths: What Really Works?,1
69,59,69,The Role of Corporations in Achieving Global Sustainability Goals,1
69,42,69,Progressive Web Apps: The Future of Mobile Experiences,1
70,66,70,Leveraging Social Media for Business Growth in 2024,1
70,16,70,The Impact of Wearable Tech on Personal Fitness Goals,1
70,47,70,Exploring Renewable Energy: Advances in Solar and Wind Power,1
70,27,70,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
70,48,70,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
70,14,70,CRISPR and Gene Editing: Ethical Implications and Innovations,1
70,65,70,Transformational Leadership: Inspiring Change in Organizations,1
70,28,70,Transformational Leadership: Inspiring Change in Organizations,1
70,50,70,The Impact of Wearable Tech on Personal Fitness Goals,1
70,40,70,Design Thinking: A Framework for Innovation in Any Field,1
70,38,70,Exploring Renewable Energy: Advances in Solar and Wind Power,1
70,5,70,The Impact of Wearable Tech on Personal Fitness Goals,1
70,61,70,CRISPR and Gene Editing: Ethical Implications and Innovations,1
70,53,70,Networking Strategies for Aspiring Entrepreneurs,1
71,38,71,Exploring Renewable Energy: Advances in Solar and Wind Power,1
71,29,71,How Social Media Shapes Modern Psychology,1
71,11,71,Circular Economy: Reducing Waste and Maximizing Resources,1
71,12,71,Design Thinking: A Framework for Innovation in Any Field,1
71,69,71,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
71,54,71,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
71,47,71,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
71,19,71,How Social Media Shapes Modern Psychology,1
71,53,71,The Role of Empathy in Modern Leadership,1
71,56,71,Web Development in the AI Era: Opportunities and Challenges,1
71,17,71,Exploring Renewable Energy: Advances in Solar and Wind Power,1
71,45,71,Exploring Renewable Energy: Advances in Solar and Wind Power,1
71,31,71,Preserving Indigenous Cultures in a Globalized World,1
71,70,71,The Rise of FinTech: Transforming Financial Services,1
72,47,72,CRISPR and Gene Editing: Ethical Implications and Innovations,1
72,30,72,Building Resilient Teams: Lessons from Sports Leadership,1
72,4,72,Circular Economy: Reducing Waste and Maximizing Resources,1
72,61,72,Exploring Renewable Energy: Advances in Solar and Wind Power,1
72,49,72,Circular Economy: Reducing Waste and Maximizing Resources,1
72,60,72,Bridging Gaps in Education: The Role of Online Platforms,1
72,69,72,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
72,66,72,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
72,35,72,Progressive Web Apps: The Future of Mobile Experiences,1
72,3,72,Crypto vs. Traditional Finance: The Great Debate,1
72,25,72,The Rise of FinTech: Transforming Financial Services,1
72,29,72,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
73,69,73,Leveraging Social Media for Business Growth in 2024,1
73,56,73,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
73,62,73,Crypto vs. Traditional Finance: The Great Debate,1
73,63,73,Digital Transformation: The Future of Small and Medium Businesses,1
73,32,73,Web Development in the AI Era: Opportunities and Challenges,1
73,24,73,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
73,6,73,The Impact of Wearable Tech on Personal Fitness Goals,1
73,10,73,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
73,11,73,Urban Farming: The Future of Sustainable Food Production,1
73,37,73,How Social Media Shapes Modern Psychology,1
73,66,73,Leveraging Social Media for Business Growth in 2024,1
74,31,74,The Evolution of Digital Art in the NFT Era,1
74,35,74,Progressive Web Apps: The Future of Mobile Experiences,1
74,38,74,CRISPR and Gene Editing: Ethical Implications and Innovations,1
74,3,74,Decoding Personal Finance: From Budgeting to Investments,1
74,28,74,The Role of Empathy in Modern Leadership,1
74,37,74,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
74,50,74,Debunking Fitness Myths: What Really Works?,1
75,45,75,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
75,36,75,Analyzing Major Sports Trends: From Esports to Traditional Games,1
75,50,75,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
75,40,75,Disruptive Innovations That Changed Entire Industries,1
75,7,75,Decoding Personal Finance: From Budgeting to Investments,1
75,44,75,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
76,50,76,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
76,11,76,Urban Farming: The Future of Sustainable Food Production,1
76,44,76,Progressive Web Apps: The Future of Mobile Experiences,1
76,14,76,CRISPR and Gene Editing: Ethical Implications and Innovations,1
76,21,76,Design Thinking: A Framework for Innovation in Any Field,1
76,6,76,Debunking Fitness Myths: What Really Works?,1
76,45,76,CRISPR and Gene Editing: Ethical Implications and Innovations,1
76,58,76,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
76,39,76,Digital Transformation: The Future of Small and Medium Businesses,1
76,35,76,The Future of Quantum Computing: Possibilities and Challenges,1
76,8,76,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
77,12,77,How AI Is Reshaping the Innovation Landscape,1
77,29,77,The Role of Dopamine in Motivation and Behavior,1
77,31,77,The Role of Art in Activism and Social Change,1
77,45,77,CRISPR and Gene Editing: Ethical Implications and Innovations,1
77,62,77,Crypto vs. Traditional Finance: The Great Debate,1
77,7,77,The Rise of FinTech: Transforming Financial Services,1
77,47,77,Exploring Renewable Energy: Advances in Solar and Wind Power,1
77,6,77,Debunking Fitness Myths: What Really Works?,1
77,13,77,How Social Media Shapes Modern Psychology,1
77,54,77,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
77,22,77,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
77,53,77,Building Resilient Teams: Lessons from Sports Leadership,1
77,61,77,Exploring Renewable Energy: Advances in Solar and Wind Power,1
77,23,77,Decoding Personal Finance: From Budgeting to Investments,1
77,51,77,Analyzing Major Sports Trends: From Esports to Traditional Games,1
78,38,78,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
78,60,78,Bridging Gaps in Education: The Role of Online Platforms,1
78,29,78,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
78,5,78,The Impact of Wearable Tech on Personal Fitness Goals,1
78,62,78,Decoding Personal Finance: From Budgeting to Investments,1
78,27,78,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
78,26,78,Transformational Leadership: Inspiring Change in Organizations,1
78,68,78,Exploring Renewable Energy: Advances in Solar and Wind Power,1
78,65,78,The Role of Failure in Entrepreneurial Success,1
78,13,78,How Social Media Shapes Modern Psychology,1
79,43,79,The Evolution of Digital Art in the NFT Era,1
79,21,79,Design Thinking: A Framework for Innovation in Any Field,1
79,69,79,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
79,34,79,Global Market Trends: Opportunities for Emerging Entrepreneurs,1
79,28,79,Building Resilient Teams: Lessons from Sports Leadership,1
79,38,79,Exploring Renewable Energy: Advances in Solar and Wind Power,1
79,66,79,Leveraging Social Media for Business Growth in 2024,1
79,58,79,Leveraging Social Media for Business Growth in 2024,1
79,10,79,Leveraging Social Media for Business Growth in 2024,1
79,5,79,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
79,35,79,The Role of 5G in Bridging the Digital Divide,1
80,68,80,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
81,34,81,Digital Transformation: The Future of Small and Medium Businesses,1
81,25,81,Decoding Personal Finance: From Budgeting to Investments,1
81,20,81,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
82,5,82,Debunking Fitness Myths: What Really Works?,1
82,45,82,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
82,22,82,Mental Health Awareness in the Digital Age,1
82,64,82,The Role of Dopamine in Motivation and Behavior,1
82,55,82,Circular Economy: Reducing Waste and Maximizing Resources,1
82,7,82,Crypto vs. Traditional Finance: The Great Debate,1
83,14,83,CRISPR and Gene Editing: Ethical Implications and Innovations,1
83,54,83,Debunking Fitness Myths: What Really Works?,1
83,35,83,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
83,23,83,Decoding Personal Finance: From Budgeting to Investments,1
83,6,83,The Impact of Wearable Tech on Personal Fitness Goals,1
83,61,83,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
83,67,83,Debunking Fitness Myths: What Really Works?,1
83,34,83,Digital Transformation: The Future of Small and Medium Businesses,1
83,12,83,Disruptive Innovations That Changed Entire Industries,1
83,64,83,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
83,9,83,The Science of Sleep: How It Affects Productivity and Longevity,1
83,56,83,Progressive Web Apps: The Future of Mobile Experiences,1
84,51,84,The Impact of Technology on Sports Performance and Training,1
84,40,84,How AI Is Reshaping the Innovation Landscape,1
84,62,84,Decoding Personal Finance: From Budgeting to Investments,1
84,64,84,The Role of Dopamine in Motivation and Behavior,1
84,5,84,Debunking Fitness Myths: What Really Works?,1
84,33,84,Web Development in the AI Era: Opportunities and Challenges,1
84,2,84,Digital Transformation: The Future of Small and Medium Businesses,1
84,3,84,Crypto vs. Traditional Finance: The Great Debate,1
85,47,85,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
85,62,85,The Rise of FinTech: Transforming Financial Services,1
85,7,85,The Rise of FinTech: Transforming Financial Services,1
85,8,85,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
85,45,85,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
85,58,85,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
85,32,85,Web Development in the AI Era: Opportunities and Challenges,1
86,38,86,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
86,58,86,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
86,35,86,Web Development in the AI Era: Opportunities and Challenges,1
86,33,86,Progressive Web Apps: The Future of Mobile Experiences,1
86,13,86,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
86,4,86,Circular Economy: Reducing Waste and Maximizing Resources,1
86,30,86,Transformational Leadership: Inspiring Change in Organizations,1
86,54,86,Debunking Fitness Myths: What Really Works?,1
86,27,86,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
86,10,86,Leveraging Social Media for Business Growth in 2024,1
86,42,86,The Role of 5G in Bridging the Digital Divide,1
86,32,86,Progressive Web Apps: The Future of Mobile Experiences,1
87,23,87,The Rise of FinTech: Transforming Financial Services,1
87,22,87,The Science of Sleep: How It Affects Productivity and Longevity,1
87,13,87,How Social Media Shapes Modern Psychology,1
87,9,87,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
87,63,87,The Art of Negotiation: Building Better Business Relationships,1
87,1,87,The Impact of Wearable Tech on Personal Fitness Goals,1
87,12,87,Design Thinking: A Framework for Innovation in Any Field,1
87,18,87,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
87,38,87,Exploring Renewable Energy: Advances in Solar and Wind Power,1
87,26,87,Networking Strategies for Aspiring Entrepreneurs,1
87,69,87,Leveraging Social Media for Business Growth in 2024,1
87,40,87,Design Thinking: A Framework for Innovation in Any Field,1
87,6,87,Debunking Fitness Myths: What Really Works?,1
87,48,87,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
88,19,88,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
88,8,88,Leveraging Social Media for Business Growth in 2024,1
88,56,88,The Role of 5G in Bridging the Digital Divide,1
89,68,89,Exploring Renewable Energy: Advances in Solar and Wind Power,1
89,18,89,Mental Health Awareness in the Digital Age,1
89,58,89,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
89,41,89,The Impact of AI on Personalized Learning Experiences,1
89,16,89,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
89,38,89,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
89,26,89,The Role of Failure in Entrepreneurial Success,1
89,5,89,Debunking Fitness Myths: What Really Works?,1
89,8,89,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
89,20,89,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
89,40,89,Disruptive Innovations That Changed Entire Industries,1
89,37,89,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
90,53,90,Transformational Leadership: Inspiring Change in Organizations,1
90,9,90,Mental Health Awareness in the Digital Age,1
90,1,90,The Impact of Wearable Tech on Personal Fitness Goals,1
90,2,90,Digital Transformation: The Future of Small and Medium Businesses,1
90,70,90,Crypto vs. Traditional Finance: The Great Debate,1
90,61,90,The Mysteries of Space: What We’ve Learned from the James Webb Telescope,1
90,38,90,Exploring Renewable Energy: Advances in Solar and Wind Power,1
90,44,90,The Role of 5G in Bridging the Digital Divide,1
90,56,90,Web Development in the AI Era: Opportunities and Challenges,1
90,46,90,Sports Psychology: Mental Conditioning for Peak Performance,1
90,57,90,Disruptive Innovations That Changed Entire Industries,1
90,24,90,Leveraging Social Media for Business Growth in 2024,1
90,22,90,Mental Health Awareness in the Digital Age,1
90,29,90,The Role of Dopamine in Motivation and Behavior,1
91,37,91,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
91,45,91,CRISPR and Gene Editing: Ethical Implications and Innovations,1
91,2,91,Digital Transformation: The Future of Small and Medium Businesses,1
91,36,91,Sports Psychology: Mental Conditioning for Peak Performance,1
91,23,91,Decoding Personal Finance: From Budgeting to Investments,1
91,40,91,Disruptive Innovations That Changed Entire Industries,1
91,50,91,Debunking Fitness Myths: What Really Works?,1
91,18,91,Mental Health Awareness in the Digital Age,1
92,44,92,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
92,57,92,Design Thinking: A Framework for Innovation in Any Field,1
92,5,92,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
93,18,93,The Science of Sleep: How It Affects Productivity and Longevity,1
93,30,93,The Role of Failure in Entrepreneurial Success,1
93,9,93,Mental Health Awareness in the Digital Age,1
93,7,93,Crypto vs. Traditional Finance: The Great Debate,1
93,53,93,Startup Survival: Scaling from Idea to Execution,1
93,21,93,Disruptive Innovations That Changed Entire Industries,1
93,34,93,The Art of Negotiation: Building Better Business Relationships,1
93,4,93,Urban Farming: The Future of Sustainable Food Production,1
93,14,93,Exploring Renewable Energy: Advances in Solar and Wind Power,1
93,70,93,Decoding Personal Finance: From Budgeting to Investments,1
93,45,93,Exploring Renewable Energy: Advances in Solar and Wind Power,1
93,37,93,The Role of Dopamine in Motivation and Behavior,1
93,11,93,The Role of Corporations in Achieving Global Sustainability Goals,1
93,25,93,Crypto vs. Traditional Finance: The Great Debate,1
93,43,93,The Role of Art in Activism and Social Change,1
94,34,94,Digital Transformation: The Future of Small and Medium Businesses,1
94,22,94,The Science of Sleep: How It Affects Productivity and Longevity,1
94,33,94,The Role of 5G in Bridging the Digital Divide,1
94,25,94,Crypto vs. Traditional Finance: The Great Debate,1
95,4,95,Urban Farming: The Future of Sustainable Food Production,1
95,29,95,How Social Media Shapes Modern Psychology,1
95,58,95,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
95,24,95,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
95,63,95,The Art of Negotiation: Building Better Business Relationships,1
95,54,95,Debunking Fitness Myths: What Really Works?,1
95,56,95,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
95,7,95,The Rise of FinTech: Transforming Financial Services,1
96,14,96,CRISPR and Gene Editing: Ethical Implications and Innovations,1
96,66,96,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
96,24,96,Leveraging Social Media for Business Growth in 2024,1
96,69,96,Leveraging Social Media for Business Growth in 2024,1
96,57,96,How AI Is Reshaping the Innovation Landscape,1
96,46,96,Sports Psychology: Mental Conditioning for Peak Performance,1
96,45,96,Exploring Renewable Energy: Advances in Solar and Wind Power,1
96,6,96,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
96,53,96,The Role of Empathy in Modern Leadership,1
96,30,96,Networking Strategies for Aspiring Entrepreneurs,1
96,67,96,Debunking Fitness Myths: What Really Works?,1
96,64,96,The Role of Dopamine in Motivation and Behavior,1
96,27,96,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
96,52,96,Web Development in the AI Era: Opportunities and Challenges,1
97,26,97,Building Resilient Teams: Lessons from Sports Leadership,1
97,48,97,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
97,22,97,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
97,19,97,Understanding Emotional Intelligence: Key to Personal and Professional Success,1
97,31,97,The Role of Art in Activism and Social Change,1
97,3,97,The Rise of FinTech: Transforming Financial Services,1
97,58,97,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
97,53,97,The Role of Failure in Entrepreneurial Success,1
97,20,97,The Science of Sleep: How It Affects Productivity and Longevity,1
97,21,97,Design Thinking: A Framework for Innovation in Any Field,1
98,42,98,Blockchain Beyond Cryptocurrencies: Revolutionizing Digital Transactions,1
98,21,98,Disruptive Innovations That Changed Entire Industries,1
98,41,98,The Impact of AI on Personalized Learning Experiences,1
98,27,98,Leveraging Social Media for Business Growth in 2024,1
98,44,98,The Role of 5G in Bridging the Digital Divide,1
98,5,98,The Impact of Wearable Tech on Personal Fitness Goals,1
98,38,98,CRISPR and Gene Editing: Ethical Implications and Innovations,1
98,46,98,Sports Psychology: Mental Conditioning for Peak Performance,1
98,19,98,How Social Media Shapes Modern Psychology,1
98,34,98,The Art of Negotiation: Building Better Business Relationships,1
98,28,98,Networking Strategies for Aspiring Entrepreneurs,1
98,62,98,Decoding Personal Finance: From Budgeting to Investments,1
99,22,99,The Role of Technology in Modern Healthcare: Telemedicine and Beyond,1
99,61,99,CRISPR and Gene Editing: Ethical Implications and Innovations,1
99,69,99,Content Marketing in the Age of AI: Balancing Creativity and Automation,1
99,57,99,How AI Is Reshaping the Innovation Landscape,1
99,14,99,Exploring Renewable Energy: Advances in Solar and Wind Power,1
99,54,99,Mind-Body Connection: Yoga for Physical and Mental Wellness,1
99,53,99,Startup Survival: Scaling from Idea to Execution,1
99,29,99,How Social Media Shapes Modern Psychology,1
99,1,99,The Impact of Wearable Tech on Personal Fitness Goals,1
99,26,99,Building Resilient Teams: Lessons from Sports Leadership,1
99,13,99,The Role of Dopamine in Motivation and Behavior,1
99,25,99,The Rise of FinTech: Transforming Financial Services,1
99,52,99,The Role of 5G in Bridging the Digital Divide,1
99,8,99,Leveraging Social Media for Business Growth in 2024,1
100,40,100,How AI Is Reshaping the Innovation Landscape,1
100,16,100,Debunking Fitness Myths: What Really Works?,1
100,23,100,Decoding Personal Finance: From Budgeting to Investments,1
100,58,100,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
100,9,100,The Science of Sleep: How It Affects Productivity and Longevity,1
100,7,100,The Rise of FinTech: Transforming Financial Services,1
100,8,100,The Psychology of Consumer Behavior: How Marketing Influences Decisions,1
100,70,100,The Rise of FinTech: Transforming Financial Services,1
100,57,100,How AI Is Reshaping the Innovation Landscape,1
